0,1,2,3,4,5,6,7,8
0.29952219515150247,0.00011450113631337328,0.5031345119402194,0.09368846927181225,0.00011448782301339817,0.00011450139220297922,0.00011447238854243287,0.1030823630119605,0.00011449788443297789
0.000141457260262465,0.9988685644633718,0.00014139607798979256,0.00014143844871037032,0.0001414269398931629,0.0001414308910409588,0.00014140905721736718,0.00014144501672317273,0.00014143184479074763
7.614043657334455e-05,7.614328980316103e-05,7.612026586177366e-05,0.9993909179420899,7.613536191626821e-05,7.613591991331095e-05,7.612409098213017e-05,7.614716334216243e-05,7.613552951812432e-05
0.00011942614106189527,0.0001194086989820687,0.00011938988425398871,0.00011939773292503044,0.00011940142558940943,0.0001194017810167837,0.00011938514044817591,0.9990447801687046,0.0001194090270181627
0.00012519502808051253,0.00012519382851360465,0.0001251715281491282,0.00012519873750823092,0.00012517414498107614,0.00012518156296601761,0.00012516196746366524,0.6230528033516755,0.3760709198506622
0.0001568123809734793,0.00015681471357646224,0.0001567822607239307,0.513754019886281,0.00015681457862512532,0.09012881771369018,0.00015677019741188814,0.1982135013723304,0.19711966689638752
0.00012421470464743292,0.00012422203936277002,0.00012417193307381977,0.00012423134472453072,0.00012419312996751105,0.3254365073154257,0.00012418798200507767,0.6736940602330705,0.00012421131772263436
0.00016091153568873644,0.00016091703160625256,0.00016091472749791,0.441216966821429,0.00016087064409422828,0.16924000139687084,0.00016093176883976112,0.3885775735136888,0.00016091256028438714
0.2945432192351188,0.16637292557958888,0.00014452307458325992,0.008904757558338965,0.00014454195872561583,0.00014456409050294232,0.00014453264078106659,0.00014458302498117142,0.5294563528373794
0.00010301237502162296,0.9991758469242564,0.0001030040726089267,0.00010303560329334625,0.00010301982110802635,0.00010302761525673956,0.00010301060317502984,0.00010302203723764776,0.00010302094804203153
9.942641260503191e-05,9.944228274328557e-05,9.940129469064991e-05,9.942625123899222e-05,9.942573498915365e-05,0.9992046246923746,9.9405190204949e-05,9.942282307422612e-05,9.942531807916692e-05
0.6579585179611395,0.00014164648055358466,0.0001415765133090151,0.34105018212391525,0.00014160450510545888,0.00014163581302532885,0.0001415825945522674,0.00014163790687370852,0.00014161610152593312
0.9989020745545479,0.00013724328908273857,0.00013720241617782577,0.0001372437877202372,0.00013723778991536005,0.00013724753040535173,0.00013721350169615724,0.00013727228204057175,0.00013726484841387402
