0,1,2,year,country,distance
-0.9818116426467896,0.6370153427124023,-0.41900748014450073,2002,PAN,3.2348643421897285
0.883019745349884,1.4211783409118652,1.1101624965667725,2002,DJI,3.5253509285456968
0.46143004298210144,-1.5277398824691772,1.3169268369674683,2002,NLD,0.9806542699779816
-0.0426720306277275,-1.2509397268295288,1.8207950592041016,2002,ISR,1.6723728033802494
-1.4420411586761475,0.09930794686079024,-0.6677752733230591,2002,BRB,3.170967567749868
0.8830185532569885,1.4211796522140503,1.1101617813110352,2002,KHM,3.5253519917485754
0.14105866849422455,-0.7345274686813353,-0.12218697369098663,2002,THA,1.5092030838878996
-0.3294406831264496,-1.7735949754714964,1.3659940958023071,2002,NZL,1.3008988617906216
-1.3646825551986694,1.3416132926940916,2.441150665283203,2002,NIC,4.366423558046254
-0.32944023609161377,-1.7735986709594727,1.3659919500350952,2002,WSM,1.3008963498912283
-0.22063258290290833,-0.764756441116333,-0.3067222237586975,2002,PSE,1.7085431064622032
0.17443354427814484,-1.9007613658905027,0.7472359538078309,2002,GBR,0.511856103230057
-0.981813371181488,0.6370149850845337,-0.419005423784256,2002,CMR,3.2348643115549747
-3.1873395442962646,1.6505382061004639,-1.260499358177185,2002,CHE,5.565130738245488
1.2827098369598389,0.3428083062171936,-0.08055820316076279,2002,QAT,2.5421027372303286
-0.21249318122863767,-0.8914241790771484,-0.0600341334939003,2002,LBN,1.5058192121323375
-0.9818295240402221,0.6369426250457764,-0.4190177321434021,2002,CRI,3.234815825655924
0.7555277347564697,0.9535331130027771,1.410292625427246,2002,ARG,3.133300277368037
-0.9818565845489501,0.6367942690849304,-0.41898560523986816,2002,AZE,3.234697352397682
0.1948135942220688,-1.0418859720230103,-0.3668520748615265,2002,ARE,1.3728611675526707
-0.3294334411621094,-1.7735803127288818,1.3660045862197876,2002,HRV,1.3009037514960122
-3.1873557567596436,1.650524020195007,-1.2605146169662476,2002,SVN,5.565137156430397
-0.8974277377128601,-2.1816158294677734,-0.9001996517181396,2002,MYS,2.0447170018992735
-0.04267207905650139,-1.2509487867355347,1.8207937479019165,2002,CZE,1.6723675187261193
0.19481331110000608,-1.041885495185852,-0.36685216426849365,2002,OMN,1.3728616516203715
-0.9818092584609984,0.636978805065155,-0.4189954400062561,2002,COG,3.2348295924124257
0.8830193281173706,1.4211790561676023,1.1101619005203247,2002,VNM,3.5253514912573873
-0.22063256800174713,-0.7647563219070436,-0.3067223131656647,2002,LAO,1.7085432298065182
-1.3646821975708008,1.3416128158569336,2.441150188446045,2002,MKD,4.36642281543181
-4.327167987823486,-2.51243257522583,-0.26645126938819885,2002,PLW,5.0027798901952325
0.7555197477340697,0.9535329341888429,1.4103084802627563,2002,MLT,3.1333043562280043
0.8830195665359497,1.4211789369583128,1.1101617813110352,2002,NGA,3.5253513727958006
-0.9818120598793029,0.6370103359222412,-0.41900685429573054,2002,AGO,3.2348602307458396
0.755521595478058,0.9535223841667176,1.4103351831436155,2002,JPN,3.1333022262022734
0.17443452775478363,-1.9007638692855833,0.747233510017395,2002,FRA,0.5118533980539091
-0.3294476270675659,-1.7736117839813232,1.3659799098968504,2002,DEU,1.3008908365882537
-3.1873621940612793,1.6505180597305296,-1.2605210542678833,2002,BHS,5.565139606719917
-2.112294912338257,-0.3563131093978882,2.4356791973114014,2002,EST,3.7340048303314584
0.7555140256881714,0.9535452127456664,1.4102939367294312,2002,SAU,3.133311510551206
-2.1122946739196777,-0.3563128411769867,2.4356780052185054,2002,UZB,3.7340041569492346
-0.9818243384361267,0.6370303630828857,-0.41901957988739014,2002,GEO,3.234886347847508
-0.04267212748527526,-1.250939965248108,1.820789098739624,2002,ROU,1.6723679842744652
-1.4420297145843504,0.09931637346744536,-0.667765200138092,2002,SVK,3.1709622157091197
-1.4420375823974607,0.09931198507547379,-0.667771577835083,2002,SGP,3.1709666419103577
-0.9818110466003418,0.6370121240615845,-0.4190074205398559,2002,HTI,3.2348613740526226
2.040703535079956,4.716488838195801,1.113272190093994,2002,MLI,6.934726169007395
-3.1873440742492676,1.650534987449646,-1.2605023384094238,2002,NER,5.565132621676111
-0.21249267458915713,-0.891423761844635,-0.060033805668354034,2002,RUS,1.50581913814722
-1.3646814823150635,1.3416122198104858,2.441150665283203,2002,BIH,4.366422246253612
1.3743165731430051,0.30531203746795654,0.5114046931266785,2002,DZA,2.46876040287658
3.313401222229004,5.011605262756347,3.3568530082702637,2002,SDN,8.080490036419924
-2.1122939586639404,-0.3563134968280792,2.4356796741485596,2002,LVA,3.7340042129138578
-0.9818251729011536,0.636995792388916,-0.41901257634162903,2002,PER,3.2348562082031416
0.3052579462528229,-0.8840725421905516,-0.6915895938873291,2002,IRN,1.6761087926685196
-0.9818105697631837,0.6370161175727844,-0.4190073609352112,2002,MOZ,3.23486442621655
-0.21249280869960785,-0.8914247155189513,-0.06003380939364433,2002,NAM,1.505818485797146
3.101325750350952,-4.262711048126221,-2.1313843727111816,2002,IRQ,4.254842161071963
-0.9818257093429564,0.6369460821151733,-0.4190107583999634,2002,MUS,3.234814864610408
-0.04267681762576103,-1.2509456872940063,1.8208024501800537,2002,AUS,1.6723777096039412
2.0407047271728516,4.716486930847168,1.1132739782333374,2002,PRY,6.934724720708696
-0.3294419348239898,-1.773598313331604,1.365992784500122,2002,VCT,1.3008981918954043
-1.979225277900696,-1.304649233818054,0.8090204000473022,2002,AND,2.69563513885837
-0.32943177223205566,-1.773581624031067,1.366005301475525,2002,AUT,1.3009027812857752
